Variable Name,State,Price,Volume,Type,RPS,End Timepoint,Entry_Price,Exit_Price,Entry_Timepoint,Exit_Timepoint,Holding_Period,Final_Return,Positive_Return_Count,Position_Closed
FTRE,3.956966246625397,30.209999084472656,1193790.0,Short,0,2209,30.059999465942383,26.07999992370605,2210,2217,7,0.13240185006475544,5,True
GEHC,3.7821896898420144,75.58999633789062,2930000.0,Short,0,2209,73.91999816894531,70.66999816894531,2210,2215,5,0.04396645130553269,5,True
GFS,3.863340378056598,59.150001525878906,1520510.0,Short,0,2209,59.209999084472656,55.95000076293945,2210,2215,5,0.05505823968823724,5,True
GTLB,4.239874074336247,47.400001525878906,1175750.0,Short,0,2209,44.4900016784668,44.209999084472656,2210,2218,8,0.0062936071798276,5,True
HCP,4.254186520400399,29.950000762939453,1562920.0,Short,0,2209,28.31999969482422,28.059999465942383,2210,2219,9,0.009180799141369827,5,True
INFA,4.667803802317031,21.75,589930.0,Short,0,2209,20.149999618530277,19.540000915527344,2210,2218,8,0.030272889059609124,5,True
IOT,3.8956498444674974,25.290000915527344,2335820.0,Short,0,2209,23.75,30.90999984741211,2210,2230,20,-0.30147367778577305,4,False
KNF,4.943485510239518,47.54999923706055,409600.0,Short,0,2209,49.93999862670898,48.36000061035156,2210,2219,9,0.0316379267081597,5,True
KVUE,3.414372526436681,23.540000915527344,14846390.0,Short,0,2209,23.350000381469727,22.8700008392334,2210,2217,7,0.020556725241737035,5,True
MBLY,3.902421634746623,38.810001373291016,3095150.0,Short,0,2209,38.400001525878906,35.77000045776367,2210,2216,6,0.0684896084273017,5,True
MSGE,3.8983257030905287,33.720001220703125,255880.0,Short,0,2209,32.5099983215332,30.649999618530277,2210,2216,6,0.057213128238488536,5,True
NXT,4.298302633517078,40.7400016784668,1887250.0,Short,0,2209,40.91999816894531,37.400001525878906,2210,2217,7,0.08602142718906021,5,True
ODD,5.99438297184715,52.38999938964844,597090.0,Short,0,2209,50.5,45.2599983215332,2210,2217,7,0.10376240947459003,5,True
PHIN,4.295354610573646,28.51000022888184,972920.0,Short,0,2209,28.209999084472656,25.899999618530277,2210,2218,8,0.08188583980542732,5,True
RIVN,3.8278200192246414,24.280000686645508,46505550.4,Short,0,2209,22.350000381469727,21.040000915527344,2210,2215,5,0.058612950495897834,5,True
RXO,3.5329739846199173,20.11000061035156,783170.0,Short,0,2209,19.8700008392334,19.21999931335449,2210,2215,5,0.03271270752014661,5,True
SDRL,4.653167747145679,46.310001373291016,803360.0,Short,0,2209,47.470001220703125,46.560001373291016,2210,2230,20,0.019169998399225455,1,False
SKWD,3.9081293779282023,23.89999961853028,231190.0,Short,0,2209,24.38999938964844,23.61000061035156,2210,2221,11,0.03198027055416523,5,True
SLRN,4.190954314317779,24.25,632440.0,Short,0,2209,25.5,24.65999984741211,2210,2225,15,0.032941182454427086,5,True
SN,5.315036900465256,30.100000381469727,2322910.0,Short,0,2209,29.950000762939453,33.900001525878906,2210,2230,20,-0.13188649957656223,0,False
SVV,3.7717100400006873,23.850000381469727,217040.0,Short,0,2209,23.350000381469727,23.209999084472656,2210,2230,20,0.005995772792713684,3,False
TLN,4.821561077824379,54.0,161260.0,Short,0,2209,54.5,53.0,2210,2218,8,0.027522935779816515,5,True
TLNE,4.821561077824379,54.0,161258.8,Short,0,2209,54.5,53.0,2210,2218,8,0.027522935779816515,5,True
TPG,4.283532781955712,29.790000915527344,514870.0,Short,0,2209,27.46999931335449,26.440000534057617,2210,2217,7,0.03749540608092187,5,True
UHAL-B,4.380288600765505,57.56999969482422,256135.9,Short,0,2209,54.4900016784668,53.20000076293945,2210,2216,6,0.02367408470895905,5,True
VTMX,4.540212732887168,34.25,186490.0,Short,0,2209,34.02000045776367,35.630001068115234,2210,2230,20,-0.0473251201848278,0,False
VTS,4.369075922339885,24.56999969482422,327300.0,Short,0,2209,24.270000457763672,23.420000076293945,2210,2217,7,0.03502267677946508,5,True
VTYX,3.696786510712195,32.970001220703125,442850.0,Short,0,2209,32.779998779296875,30.979999542236328,2210,2217,7,0.05491151019192187,5,True
LSEA,4.773855825958099,11.850000381469728,237950.0,Short,0,2209,11.729999542236328,11.039999961853027,2210,2215,5,0.05882349593440411,5,True
ROCK,4.1616268702782495,74.12999725341797,156260.0,Short,0,2209,72.87000274658203,70.41999816894531,2210,2216,6,0.03362157932334696,5,True
VRT,3.586355891416709,35.720001220703125,10840640.0,Short,0,2209,34.81999969482422,33.7400016784668,2210,2215,5,0.031016600396982685,5,True
REEMF,3.6659182042074105,0.8100000023841858,194400.0,Short,0,2209,0.7400000095367432,0.5899999737739563,2210,2216,6,0.20270274841846325,5,True
CAMT,3.5040835303257487,47.630001068115234,402940.0,Short,0,2209,47.97999954223633,45.83000183105469,2210,2215,5,0.04481029036461367,5,True
DFH,4.035385914817438,30.5,382590.0,Short,0,2209,30.299999237060547,29.239999771118164,2210,2215,5,0.03498348160503832,5,True
CWEN-A,-3.13969364868128,22.8700008392334,232312.1,Long,0,2210,23.93000030517578,22.729999542236328,2211,2231,20,-0.050146291167405745,3,False
ACLX,3.943354459753687,34.810001373291016,429930.0,Short,0,2210,33.97999954223633,35.11000061035156,2211,2231,20,-0.033254887679167566,2,False
AESI,4.51729481682668,20.850000381469727,379210.0,Short,0,2210,20.239999771118164,23.31999969482422,2211,2231,20,-0.15217391099485666,0,False
AIXI,5.10037362518236,66.95999908447266,100075.5,Short,0,2210,72.36000061035156,38.52000045776367,2211,2216,5,0.4676616897063274,5,True
AMLX,3.435535926445045,21.709999084472656,1070140.0,Short,0,2210,21.170000076293945,20.21999931335449,2211,2217,6,0.044874858739526534,5,True
APGE,3.668868384160142,21.459999084472656,148970.0,Short,0,2210,21.950000762939453,23.190000534057617,2211,2231,20,-0.0564920149438805,1,False
ATAT,4.560237061778569,21.030000686645508,490720.0,Short,0,2210,21.26000022888184,20.149999618530277,2211,2217,6,0.05221075251182829,5,True
ATLX,5.889985376111667,29.030000686645508,107050.0,Short,0,2210,27.190000534057617,23.809999465942383,2211,2217,6,0.12431044508004024,5,True
ATMU,3.7318759547684817,22.950000762939453,267760.0,Short,0,2210,23.31999969482422,21.920000076293945,2211,2218,7,0.06003428974490929,5,True
BAM,4.293243236959064,32.9900016784668,902310.0,Short,0,2210,34.880001068115234,33.310001373291016,2211,2218,7,0.0450114577622361,5,True
BHVN,3.512916356611171,20.280000686645508,1492400.0,Short,0,2210,21.200000762939453,19.21999931335449,2211,2216,5,0.09339629143062496,5,True
BJDX,5.556465766967322,70.55999755859375,306654.1,Short,0,2210,66.4000015258789,60.31999969482422,2211,2216,5,0.09156629053216289,5,True
BLCO,3.5164035563036533,18.600000381469727,564620.0,Short,0,2210,18.190000534057617,17.690000534057617,2211,2229,18,0.027487629759209563,5,True
BRZE,4.231841542323012,40.38999938964844,585150.0,Short,0,2210,41.59000015258789,41.45000076293945,2211,2218,7,0.003366179108795367,5,True
CAVA,4.90780415095628,50.5099983215332,1119460.0,Short,0,2210,48.09000015258789,43.11000061035156,2211,2217,6,0.1035558229660005,5,True
CEG,4.772209073234082,104.80999755859376,1715860.0,Short,0,2210,105.72000122070312,105.54000091552734,2211,2224,13,0.001702613536676084,5,True
COCO,4.407347063670715,26.64999961853028,1061430.0,Short,0,2210,27.299999237060547,27.059999465942383,2211,2219,8,0.008791200652942047,5,True
CR,4.318732895732856,90.31999969482422,249900.0,Short,0,2210,89.69999694824219,84.27999877929688,2211,2217,6,0.06042361597930384,5,True
CRBG,4.123865696617848,19.38999938964844,1829550.0,Short,0,2210,18.13999938964844,17.850000381469727,2211,2218,7,0.015986715431986282,5,True
EE,4.293993778659688,21.5,120860.0,Short,0,2210,20.51000022888184,19.729999542236328,2211,2217,6,0.03803026221068138,5,True
EMBC,3.7036467931035912,22.170000076293945,694550.0,Short,0,2210,20.81999969482422,18.200000762939453,2211,2217,6,0.12584048848646662,5,True
ESAB,4.614587181824193,72.0199966430664,274010.0,Short,0,2210,71.08999633789062,69.08999633789062,2211,2218,7,0.0281333535381547,5,True
FG,5.3139754279126015,28.1299991607666,122570.0,Short,0,2210,27.549999237060547,26.899999618530277,2211,2231,20,0.023593453231602404,4,False
FLNC,4.41003548870948,27.6200008392334,983980.0,Short,0,2210,26.020000457763672,21.280000686645508,2211,2216,5,0.18216755141154792,5,True
FTRE,4.123920794756423,30.6299991607666,1174710.0,Short,0,2210,30.40999984741211,26.07999992370605,2211,2217,6,0.14238737078042246,5,True
GEHC,3.756809316470754,73.93000030517578,2714540.0,Short,0,2210,72.30000305175781,68.38999938964844,2211,2216,5,0.05408026966901092,5,True
GENK,3.5758515075010653,20.21999931335449,135230.0,Short,0,2210,18.6200008392334,16.040000915527344,2211,2216,5,0.13856067709029574,5,True
GFS,4.035125240952646,60.130001068115234,1770260.0,Short,0,2210,58.4900016784668,54.650001525878906,2211,2216,5,0.06565224897235032,5,True
GPCR,3.7371597367951783,30.0,720090.0,Short,0,2210,29.350000381469727,27.530000686645508,2211,2216,5,0.06201021026130156,5,True
GTLB,4.084880112011455,45.45000076293945,1257930.0,Short,0,2210,43.47999954223633,52.34999847412109,2211,2231,20,-0.2040018175084954,1,False
HCP,4.112390946367818,28.850000381469727,1563200.0,Short,0,2210,27.979999542236328,26.8700008392334,2211,2229,18,0.03967114800439386,5,True
INFA,4.57952150495677,21.18000030517578,620480.0,Short,0,2210,20.209999084472656,19.540000915527344,2211,2218,7,0.0331518158979073,5,True
IOT,3.849850639078409,24.670000076293945,2471290.0,Short,0,2210,23.850000381469727,23.729999542236328,2211,2218,7,0.005031481648387443,5,True
KNF,5.4939505355530684,51.5,507580.0,Short,0,2210,50.33000183105469,48.36000061035156,2211,2219,8,0.039141687840901135,5,True
KVUE,3.4872831317429656,23.3799991607666,15359640.0,Short,0,2210,23.3700008392334,22.8700008392334,2211,2217,6,0.021394950023305236,5,True
LLYVK,7.603051054815909,33.810001373291016,255890.0,Short,0,2210,35.4900016784668,33.9900016784668,2211,2216,5,0.04226542488190723,5,True
MBLY,3.968911764362505,38.61000061035156,3150780.0,Short,0,2210,38.369998931884766,35.040000915527344,2211,2217,6,0.0867865027118949,5,True
MSGE,3.843436325728687,32.849998474121094,257590.0,Short,0,2210,32.33000183105469,30.989999771118164,2211,2218,7,0.04144763328313147,5,True
NXT,4.454135056886943,41.22999954223633,1867980.0,Short,0,2210,40.72999954223633,36.47999954223633,2211,2219,8,0.10434569230949342,5,True
ODD,5.768049611139524,50.810001373291016,570020.0,Short,0,2210,54.77000045776367,45.310001373291016,2211,2216,5,0.17272227506676416,5,True
PHIN,4.249013706170041,27.920000076293945,870430.0,Short,0,2210,28.690000534057617,26.520000457763672,2211,2217,6,0.07563611139421066,5,True
RIVN,4.095399170019974,24.799999237060547,47674230.4,Short,0,2210,21.90999984741211,20.950000762939453,2211,2216,5,0.043815567830140636,5,True
RXO,3.5859829274921746,19.850000381469727,792440.0,Short,0,2210,19.75,18.950000762939453,2211,2216,5,0.04050629048407832,5,True
SDRL,4.695450090462636,46.09000015258789,766000.0,Short,0,2210,47.56999969482422,46.959999084472656,2211,2231,20,0.012823220817004393,2,False
SKWD,4.173052818789926,24.3799991607666,232360.0,Short,0,2210,24.82999992370605,23.799999237060547,2211,2218,7,0.041482105912619326,5,True
SLRN,4.387301066300833,24.559999465942383,667950.0,Short,0,2210,24.899999618530277,27.25,2211,2231,20,-0.09437752680610008,2,False
SN,5.065452178175285,28.8700008392334,2489220.0,Short,0,2210,31.32999992370605,35.02000045776367,2211,2231,20,-0.11777850440610942,4,False
SVV,3.7033969535737903,23.190000534057617,203950.0,Short,0,2210,23.600000381469727,22.86000061035156,2211,2231,20,0.031355921998170874,4,False
TLN,4.979473752135654,55.0,122410.0,Short,0,2210,54.5,53.0,2211,2218,7,0.027522935779816515,5,True
TLNE,4.979473752135654,55.0,122416.9,Short,0,2210,54.5,53.0,2211,2218,7,0.027522935779816515,5,True
TPG,3.890576591902077,27.6200008392334,605200.0,Short,0,2210,27.51000022888184,26.190000534057617,2211,2216,5,0.04798254030686624,5,True
UHAL-B,4.293023654818944,55.93000030517578,249262.9,Short,0,2210,53.560001373291016,52.630001068115234,2211,2222,11,0.01736370950952866,5,True
VTMX,4.555277436461554,33.95000076293945,191990.0,Short,0,2210,34.34000015258789,36.2400016784668,2211,2231,20,-0.05532910650659157,0,False
VTS,4.559201578841002,24.809999465942383,322980.0,Short,0,2210,24.09000015258789,23.280000686645508,2211,2218,7,0.03362388795399687,5,True
VTYX,3.81952952712479,33.060001373291016,470890.0,Short,0,2210,34.869998931884766,29.799999237060547,2211,2216,5,0.14539718526312495,5,True
VRT,3.436369759938912,36.220001220703125,11344240.0,Short,0,2210,33.869998931884766,39.20000076293945,2211,2231,20,-0.1573664599687098,3,False
DHC,3.925040007308513,3.259999990463257,2107550.0,Short,0,2210,3.069999933242798,2.740000009536743,2211,2216,5,0.1074918341634882,5,True
DFH,4.10103426346853,30.489999771118164,416680.0,Short,0,2210,29.68000030517578,26.36000061035156,2211,2216,5,0.11185982684256443,5,True
