Security,Blocks_Appeared,Unique_Clusters,Stability_Score,Classification
GUESF,10,10,0.1,Volatile
GUG,10,10,0.1,Volatile
GUKYF,10,8,0.125,Volatile
GULDF,10,10,0.1,Volatile
GULRF,10,9,0.1111111111111111,Volatile
GULRY,10,9,0.1111111111111111,Volatile
GULTU,10,9,0.1111111111111111,Volatile
GUNGF,10,8,0.125,Volatile
GUOSF,10,10,0.1,Volatile
GURE,10,9,0.1111111111111111,Volatile
GURNF,10,10,0.1,Volatile
GUROF,10,10,0.1,Volatile
GUTS,10,10,0.1,Volatile
GUYGF,10,10,0.1,Volatile
GUZOF,10,10,0.1,Volatile
GV,10,10,0.1,Volatile
GVA,10,10,0.1,Volatile
GVDBF,10,10,0.1,Volatile
GVDI,10,10,0.1,Volatile
GVDNY,10,10,0.1,Volatile
GVFF,10,9,0.1111111111111111,Volatile
GVFG,10,9,0.1111111111111111,Volatile
GVH,10,10,0.1,Volatile
GVHIB,10,10,0.1,Volatile
GVLMF,10,10,0.1,Volatile
GVLMY,10,10,0.1,Volatile
GVP,10,9,0.1111111111111111,Volatile
GVSI,10,10,0.1,Volatile
GVXXF,10,10,0.1,Volatile
GVYB,10,10,0.1,Volatile
GWAV,10,10,0.1,Volatile
GWAYF,10,10,0.1,Volatile
GWBK,10,10,0.1,Volatile
GWH,10,10,0.1,Volatile
GWH-WT,10,10,0.1,Volatile
GWHP,10,7,0.14285714285714285,Volatile
GWIN,10,9,0.1111111111111111,Volatile
GWLIF,10,10,0.1,Volatile
GWLL,10,10,0.1,Volatile
GWLLF,10,8,0.125,Volatile
GWLLY,10,8,0.125,Volatile
GWLPF,10,10,0.1,Volatile
GWMGF,10,10,0.1,Volatile
GWOX,10,10,0.1,Volatile
GWPD,10,8,0.125,Volatile
GWRE,10,8,0.125,Volatile
GWRRF,10,9,0.1111111111111111,Volatile
GWRS,10,9,0.1111111111111111,Volatile
GWSAF,10,10,0.1,Volatile
GWSN,10,8,0.125,Volatile
GWSO,10,10,0.1,Volatile
GWTI,10,10,0.1,Volatile
GWTR,10,10,0.1,Volatile
GWW,10,10,0.1,Volatile
GXAI,10,10,0.1,Volatile
GXLM,10,10,0.1,Volatile
GXMLF,10,8,0.125,Volatile
GXO,10,10,0.1,Volatile
GXRFF,10,10,0.1,Volatile
GXSBF,10,10,0.1,Volatile
GXSBY,10,10,0.1,Volatile
GXUSF,10,10,0.1,Volatile
GXXFF,10,10,0.1,Volatile
GXXM,10,9,0.1111111111111111,Volatile
GXXY,10,9,0.1111111111111111,Volatile
GXYEF,10,9,0.1111111111111111,Volatile
GXYYY,10,10,0.1,Volatile
GYGC,10,10,0.1,Volatile
GYPHQ,10,10,0.1,Volatile
GYRE,10,10,0.1,Volatile
GYRO,10,10,0.1,Volatile
GYSLF,10,9,0.1111111111111111,Volatile
GYSN,10,9,0.1111111111111111,Volatile
GYST,10,8,0.125,Volatile
GYYMF,10,10,0.1,Volatile
GYYSF,10,10,0.1,Volatile
GZDIF,10,10,0.1,Volatile
GZIC,10,9,0.1111111111111111,Volatile
GZITF,10,10,0.1,Volatile
GZPZY,10,10,0.1,Volatile
GZTGF,10,10,0.1,Volatile
GZUHF,10,9,0.1111111111111111,Volatile
GZUHY,10,10,0.1,Volatile
H,10,9,0.1111111111111111,Volatile
HAATF,10,10,0.1,Volatile
HABC,10,9,0.1111111111111111,Volatile
HABK,10,9,0.1111111111111111,Volatile
HACBF,10,10,0.1,Volatile
HACBY,10,10,0.1,Volatile
HADV,10,10,0.1,Volatile
HAE,10,10,0.1,Volatile
HAFC,10,9,0.1111111111111111,Volatile
HAFG,10,10,0.1,Volatile
HAFN,10,10,0.1,Volatile
HAGHY,10,10,0.1,Volatile
HAIA,10,10,0.1,Volatile
HAIAW,10,10,0.1,Volatile
HAIIF,10,10,0.1,Volatile
HAIN,10,9,0.1111111111111111,Volatile
HAITY,10,10,0.1,Volatile
HAIVF,10,10,0.1,Volatile
HAL,10,8,0.125,Volatile
HALB,10,9,0.1111111111111111,Volatile
HALFF,10,10,0.1,Volatile
HALMY,10,10,0.1,Volatile
HALO,10,10,0.1,Volatile
HAMRF,10,10,0.1,Volatile
HANCF,10,10,0.1,Volatile
HANNF,10,10,0.1,Volatile
HANOF,10,10,0.1,Volatile
HAO,10,10,0.1,Volatile
HAON,10,9,0.1111111111111111,Volatile
HAOTF,10,10,0.1,Volatile
HAPBF,10,10,0.1,Volatile
HAPYF,10,10,0.1,Volatile
HARL,10,9,0.1111111111111111,Volatile
HAS,10,9,0.1111111111111111,Volatile
HASI,10,9,0.1111111111111111,Volatile
HAUP,10,10,0.1,Volatile
HAVLF,10,10,0.1,Volatile
HAVRF,10,10,0.1,Volatile
HAWEL,10,8,0.125,Volatile
HAWEM,10,9,0.1111111111111111,Volatile
HAWEN,10,10,0.1,Volatile
HAWLI,10,8,0.125,Volatile
HAWLL,10,10,0.1,Volatile
HAWLM,10,9,0.1111111111111111,Volatile
HAWPF,10,10,0.1,Volatile
HAWPY,10,10,0.1,Volatile
HAYN,10,8,0.125,Volatile
HAYW,10,10,0.1,Volatile
HAZH,10,10,0.1,Volatile
HBAN,10,10,0.1,Volatile
HBANL,10,10,0.1,Volatile
HBB,10,9,0.1111111111111111,Volatile
HBCP,10,10,0.1,Volatile
HBCYF,10,10,0.1,Volatile
HBEIF,10,10,0.1,Volatile
HBFGF,10,10,0.1,Volatile
HBGRF,10,9,0.1111111111111111,Volatile
HBGRY,10,10,0.1,Volatile
HBI,10,10,0.1,Volatile
HBIA,10,8,0.125,Volatile
HBIE,10,9,0.1111111111111111,Volatile
HBIO,10,10,0.1,Volatile
HBKRF,10,10,0.1,Volatile
HBM,10,9,0.1111111111111111,Volatile
HBNC,10,10,0.1,Volatile
HBPCD,10,10,0.1,Volatile
HBRIY,10,10,0.1,Volatile
HBRM,10,9,0.1111111111111111,Volatile
HBSI,10,10,0.1,Volatile
HBT,10,10,0.1,Volatile
HBUV,10,10,0.1,Volatile
HCA,10,10,0.1,Volatile
HCANF,10,10,0.1,Volatile
HCAT,10,10,0.1,Volatile
HCBC,10,10,0.1,Volatile
HCBN,10,10,0.1,Volatile
HCC,10,10,0.1,Volatile
HCEI,10,9,0.1111111111111111,Volatile
HCGI,10,10,0.1,Volatile
HCGS,10,10,0.1,Volatile
HCHDF,10,10,0.1,Volatile
HCI,10,9,0.1111111111111111,Volatile
HCIL,10,9,0.1111111111111111,Volatile
HCINF,10,8,0.125,Volatile
HCKG,10,10,0.1,Volatile
HCKT,10,10,0.1,Volatile
HCLC,10,10,0.1,Volatile
HCLHF,10,10,0.1,Volatile
HCM,10,9,0.1111111111111111,Volatile
HCMC,10,9,0.1111111111111111,Volatile
HCMLF,10,10,0.1,Volatile
HCMLY,10,10,0.1,Volatile
HCNWF,10,10,0.1,Volatile
HCP,10,10,0.1,Volatile
HCPHY,10,10,0.1,Volatile
HCSG,10,9,0.1111111111111111,Volatile
HCTI,10,10,0.1,Volatile
HCTPF,10,9,0.1111111111111111,Volatile
HCVI,10,10,0.1,Volatile
HCVIW,10,10,0.1,Volatile
HCWB,10,10,0.1,Volatile
HCWC,10,10,0.1,Volatile
HCXLY,10,10,0.1,Volatile
HCXY,10,9,0.1111111111111111,Volatile
HD,10,10,0.1,Volatile
HDALF,10,10,0.1,Volatile
HDB,10,10,0.1,Volatile
HDELY,10,9,0.1111111111111111,Volatile
HDGHF,10,9,0.1111111111111111,Volatile
HDIH,10,8,0.125,Volatile
HDII,10,10,0.1,Volatile
HDIUF,10,9,0.1111111111111111,Volatile
HDL,10,10,0.1,Volatile
HDNRF,10,10,0.1,Volatile
HDRPF,10,10,0.1,Volatile
HDRSF,10,9,0.1111111111111111,Volatile
HDSN,10,9,0.1111111111111111,Volatile
HDST,10,9,0.1111111111111111,Volatile
HDUP,10,8,0.125,Volatile
HDVTY,10,10,0.1,Volatile
HDVY,10,9,0.1111111111111111,Volatile
HDYNQ,10,9,0.1111111111111111,Volatile
HE,10,9,0.1111111111111111,Volatile
HEAR,10,8,0.125,Volatile
HEAT,10,10,0.1,Volatile
HECOF,10,10,0.1,Volatile
HEES,10,10,0.1,Volatile
HEEVF,10,10,0.1,Volatile
HEGIY,10,9,0.1111111111111111,Volatile
HEGLF,10,8,0.125,Volatile
HEHSF,10,9,0.1111111111111111,Volatile
HEI,10,10,0.1,Volatile
HEI-A,10,9,0.1111111111111111,Volatile
HEINY,10,9,0.1111111111111111,Volatile
HELE,10,10,0.1,Volatile
HELFY,10,10,0.1,Volatile
HELKF,10,10,0.1,Volatile
HELNF,10,10,0.1,Volatile
HEMP,10,10,0.1,Volatile
HENC,10,10,0.1,Volatile
HENGF,10,10,0.1,Volatile
HENGY,10,9,0.1111111111111111,Volatile
HENI,10,9,0.1111111111111111,Volatile
HENKY,10,8,0.125,Volatile
HENOF,10,9,0.1111111111111111,Volatile
HENOY,10,7,0.14285714285714285,Volatile
HEPA,10,10,0.1,Volatile
HEPS,10,10,0.1,Volatile
HERB,10,10,0.1,Volatile
HERC,10,10,0.1,Volatile
HERF,10,10,0.1,Volatile
HERXF,10,9,0.1111111111111111,Volatile
HES,10,10,0.1,Volatile
HESAF,10,10,0.1,Volatile
HESAY,10,10,0.1,Volatile
HESG,10,9,0.1111111111111111,Volatile
HESM,10,10,0.1,Volatile
HEWA,10,8,0.125,Volatile
HEXEY,10,9,0.1111111111111111,Volatile
HEXPF,10,10,0.1,Volatile
HFBA,10,8,0.125,Volatile
HFBK,10,10,0.1,Volatile
HFBL,10,9,0.1111111111111111,Volatile
HFFG,10,10,0.1,Volatile
HFGVF,10,10,0.1,Volatile
HFUS,10,10,0.1,Volatile
HFWA,10,10,0.1,Volatile
HG,10,10,0.1,Volatile
HGAS,10,10,0.1,Volatile
HGASW,10,10,0.1,Volatile
HGBL,10,10,0.1,Volatile
HGGCF,10,10,0.1,Volatile
HGGG,10,10,0.1,Volatile
HGHAF,10,8,0.125,Volatile
HGKGF,10,10,0.1,Volatile
HGKGY,10,10,0.1,Volatile
HGLC,10,10,0.1,Volatile
HGLD,10,10,0.1,Volatile
HGMCF,10,10,0.1,Volatile
HGPI,10,10,0.1,Volatile
HGRAF,10,10,0.1,Volatile
HGTXU,10,10,0.1,Volatile
HGTY,10,10,0.1,Volatile
HGV,10,10,0.1,Volatile
HGYN,10,10,0.1,Volatile
HHBT,10,10,0.1,Volatile
HHDS,10,10,0.1,Volatile
HHEGF,10,10,0.1,Volatile
HHGC,10,10,0.1,Volatile
HHGCR,10,10,0.1,Volatile
HHGCW,10,10,0.1,Volatile
HHGI,10,10,0.1,Volatile
HHH,10,10,0.1,Volatile
HHIGF,10,10,0.1,Volatile
HHLKF,10,9,0.1111111111111111,Volatile
HHPHF,10,10,0.1,Volatile
HHS,10,10,0.1,Volatile
HHSE,10,10,0.1,Volatile
HHSRF,10,10,0.1,Volatile
HHSSF,10,10,0.1,Volatile
HHULY,10,9,0.1111111111111111,Volatile
HHUSF,10,10,0.1,Volatile
HI,10,10,0.1,Volatile
HIFS,10,9,0.1111111111111111,Volatile
HIG,10,10,0.1,Volatile
HIHI,10,10,0.1,Volatile
HIHO,10,10,0.1,Volatile
HII,10,10,0.1,Volatile
HIIDQ,10,10,0.1,Volatile
HIMR,10,10,0.1,Volatile
HIMS,10,10,0.1,Volatile
HIMX,10,9,0.1111111111111111,Volatile
HINKF,10,10,0.1,Volatile
HINOY,10,9,0.1111111111111111,Volatile
HIPH,10,8,0.125,Volatile
HIPO,10,10,0.1,Volatile
HIRRF,10,10,0.1,Volatile
HIRU,10,9,0.1111111111111111,Volatile
HISEF,10,10,0.1,Volatile
HISNF,10,10,0.1,Volatile
HITC,10,10,0.1,Volatile
HITI,10,10,0.1,Volatile
HIVE,10,10,0.1,Volatile
HIW,10,10,0.1,Volatile
HJGP,10,10,0.1,Volatile
HKBNF,10,10,0.1,Volatile
HKBNY,10,10,0.1,Volatile
HKD,10,10,0.1,Volatile
HKHC,10,10,0.1,Volatile
HKHHF,10,10,0.1,Volatile
HKHHY,10,10,0.1,Volatile
HKIT,10,10,0.1,Volatile
HKMPF,10,10,0.1,Volatile
HKMPY,10,9,0.1111111111111111,Volatile
HKRHF,10,10,0.1,Volatile
HKSHY,10,10,0.1,Volatile
HKTTF,10,10,0.1,Volatile
HKTTY,10,10,0.1,Volatile
HKTVY,10,10,0.1,Volatile
HKUOF,10,10,0.1,Volatile
HKUOY,10,9,0.1111111111111111,Volatile
HKVTY,10,10,0.1,Volatile
HKXCF,10,10,0.1,Volatile
HKXCY,10,10,0.1,Volatile
HL,10,9,0.1111111111111111,Volatile
HLAGF,10,10,0.1,Volatile
HLAN,10,10,0.1,Volatile
HLBBF,10,10,0.1,Volatile
HLBZF,10,9,0.1111111111111111,Volatile
HLCN,10,9,0.1111111111111111,Volatile
HLCO,10,10,0.1,Volatile
HLDCY,10,9,0.1111111111111111,Volatile
HLEGF,10,10,0.1,Volatile
HLEO,10,10,0.1,Volatile
HLF,10,10,0.1,Volatile
HLFDF,10,10,0.1,Volatile
HLFDY,10,9,0.1111111111111111,Volatile
HLFFF,10,9,0.1111111111111111,Volatile
HLFGY,10,10,0.1,Volatile
HLFN,10,10,0.1,Volatile
HLGN,10,10,0.1,Volatile
HLGNW,10,10,0.1,Volatile
HLGVF,10,10,0.1,Volatile
HLI,10,10,0.1,Volatile
HLIO,10,9,0.1111111111111111,Volatile
HLIT,10,9,0.1111111111111111,Volatile
HLKHF,10,9,0.1111111111111111,Volatile
HLKKF,10,10,0.1,Volatile
HLLGY,10,9,0.1111111111111111,Volatile
HLLK,10,10,0.1,Volatile
HLLPF,10,10,0.1,Volatile
HLLY,10,10,0.1,Volatile
HLMAF,10,9,0.1111111111111111,Volatile
HLMMF,10,10,0.1,Volatile
HLMN,10,10,0.1,Volatile
HLMNY,10,9,0.1111111111111111,Volatile
HLN,10,10,0.1,Volatile
HLNCF,10,10,0.1,Volatile
HLNE,10,9,0.1111111111111111,Volatile
HLNFF,10,9,0.1111111111111111,Volatile
HLOC,10,10,0.1,Volatile
HLOGF,10,10,0.1,Volatile
HLONF,10,10,0.1,Volatile
HLOSF,10,10,0.1,Volatile
HLP,10,10,0.1,Volatile
HLPMF,10,10,0.1,Volatile
HLPPY,10,10,0.1,Volatile
HLRTF,10,10,0.1,Volatile
HLSCF,10,10,0.1,Volatile
HLT,10,9,0.1111111111111111,Volatile
HLTC,10,10,0.1,Volatile
HLTFF,10,10,0.1,Volatile
HLTHQ,10,10,0.1,Volatile
HLTOF,10,9,0.1111111111111111,Volatile
HLTOY,10,7,0.14285714285714285,Volatile
HLTRF,10,9,0.1111111111111111,Volatile
HLTT,10,10,0.1,Volatile
HLUBF,10,10,0.1,Volatile
HLUN,10,10,0.1,Volatile
HLVX,10,10,0.1,Volatile
HLX,10,9,0.1111111111111111,Volatile
HLXB,10,10,0.1,Volatile
HLXFF,10,10,0.1,Volatile
HLYK,10,10,0.1,Volatile
HMBL,10,10,0.1,Volatile
HMC,10,9,0.1111111111111111,Volatile
HMCTF,10,9,0.1111111111111111,Volatile
HMDCF,10,9,0.1111111111111111,Volatile
HMDPF,10,10,0.1,Volatile
HMELF,10,10,0.1,Volatile
HMENF,10,10,0.1,Volatile
HMFAF,10,10,0.1,Volatile
HMGN,10,10,0.1,Volatile
HMICF,10,10,0.1,Volatile
HMLA,10,8,0.125,Volatile
HMLN,10,9,0.1111111111111111,Volatile
HMLPF,10,9,0.1111111111111111,Volatile
HMMR,10,10,0.1,Volatile
HMN,10,9,0.1111111111111111,Volatile
HMNF,10,9,0.1111111111111111,Volatile
HMNKF,10,10,0.1,Volatile
HMNTY,10,10,0.1,Volatile
HMNU,10,10,0.1,Volatile
HMNY,10,9,0.1111111111111111,Volatile
HMPQ,10,9,0.1111111111111111,Volatile
HMRFF,10,10,0.1,Volatile
HMRZF,10,8,0.125,Volatile
HMSND,10,10,0.1,Volatile
HMSNF,10,10,0.1,Volatile
HMST,10,10,0.1,Volatile
HMTC,10,10,0.1,Volatile
HMTXF,10,10,0.1,Volatile
HMY,10,10,0.1,Volatile
HNCUF,10,10,0.1,Volatile
HNDAF,10,9,0.1111111111111111,Volatile
HNDI,10,10,0.1,Volatile
HNDNF,10,10,0.1,Volatile
HNFSA,10,9,0.1111111111111111,Volatile
HNGKY,10,9,0.1111111111111111,Volatile
HNGZY,10,10,0.1,Volatile
HNHPF,10,10,0.1,Volatile
HNI,10,10,0.1,Volatile
HNKPF,10,10,0.1,Volatile
HNLGF,10,10,0.1,Volatile
HNLGY,10,10,0.1,Volatile
HNNA,10,10,0.1,Volatile
HNNMY,10,8,0.125,Volatile
HNOI,10,10,0.1,Volatile
HNORF,10,10,0.1,Volatile
HNRC,10,10,0.1,Volatile
HNRG,10,10,0.1,Volatile
HNSBF,10,10,0.1,Volatile
HNSDF,10,10,0.1,Volatile
HNSPF,10,10,0.1,Volatile
HNST,10,10,0.1,Volatile
HNTIF,10,10,0.1,Volatile
HNTIY,10,9,0.1111111111111111,Volatile
HNVR,10,10,0.1,Volatile
HNW,10,10,0.1,Volatile
HNWAF,10,10,0.1,Volatile
HOCFF,10,9,0.1111111111111111,Volatile
HOCPF,10,10,0.1,Volatile
HOCPY,10,9,0.1111111111111111,Volatile
HOCXF,10,10,0.1,Volatile
HOEGF,10,10,0.1,Volatile
HOFBF,10,10,0.1,Volatile
HOFT,10,9,0.1111111111111111,Volatile
HOFV,10,9,0.1111111111111111,Volatile
HOFVW,10,10,0.1,Volatile
HOG,10,10,0.1,Volatile
HOILF,10,8,0.125,Volatile
HOJI,10,10,0.1,Volatile
HOKCY,10,9,0.1111111111111111,Volatile
HOKRF,10,10,0.1,Volatile
HOKUQ,10,9,0.1111111111111111,Volatile
HOLO,10,10,0.1,Volatile
HOLOW,10,10,0.1,Volatile
HOLX,10,10,0.1,Volatile
HOMB,10,8,0.125,Volatile
HOMU,10,10,0.1,Volatile
HON,10,8,0.125,Volatile
HONDU,10,10,0.1,Volatile
HONE,10,10,0.1,Volatile
HONT,10,10,0.1,Volatile
HOOB,10,10,0.1,Volatile
HOOD,10,10,0.1,Volatile
HOOK,10,10,0.1,Volatile
HOPE,10,9,0.1111111111111111,Volatile
HOPHF,10,10,0.1,Volatile
HOTH,10,9,0.1111111111111111,Volatile
HOUR,10,10,0.1,Volatile
HOUS,10,9,0.1111111111111111,Volatile
HOV,10,9,0.1111111111111111,Volatile
HOVR,10,10,0.1,Volatile
HOVRW,10,10,0.1,Volatile
HOVVB,10,10,0.1,Volatile
HOWL,10,10,0.1,Volatile
HP,10,10,0.1,Volatile
HPAGF,10,10,0.1,Volatile
HPAI,10,10,0.1,Volatile
HPCO,10,10,0.1,Volatile
HPCRF,10,10,0.1,Volatile
HPDHF,10,9,0.1111111111111111,Volatile
HPE,10,10,0.1,Volatile
HPGLY,10,10,0.1,Volatile
HPH,10,10,0.1,Volatile
HPHTF,10,9,0.1111111111111111,Volatile
HPIFY,10,10,0.1,Volatile
HPIL,10,8,0.125,Volatile
HPK,10,10,0.1,Volatile
HPKEW,10,9,0.1111111111111111,Volatile
HPMCF,10,10,0.1,Volatile
HPMM,10,10,0.1,Volatile
HPNN,10,10,0.1,Volatile
HPP,10,8,0.125,Volatile
HPQ,10,8,0.125,Volatile
HPQFF,10,10,0.1,Volatile
HPSIF,10,10,0.1,Volatile
HPST,10,10,0.1,Volatile
HPTN,10,10,0.1,Volatile
HPTO,10,8,0.125,Volatile
HPURF,10,10,0.1,Volatile
HPYCF,10,10,0.1,Volatile
HQDA,10,10,0.1,Volatile
HQGE,10,8,0.125,Volatile
HQH,10,9,0.1111111111111111,Volatile
HQI,10,8,0.125,Volatile
HQL,10,9,0.1111111111111111,Volatile
HQY,10,10,0.1,Volatile
HR,10,10,0.1,Volatile
HRAL,10,10,0.1,Volatile
HRASF,10,10,0.1,Volatile
HRB,10,8,0.125,Volatile
HRBK,10,8,0.125,Volatile
HRBR,10,8,0.125,Volatile
HRDI,10,10,0.1,Volatile
HRDIL,10,10,0.1,Volatile
HREEF,10,10,0.1,Volatile
HRFEF,10,10,0.1,Volatile
HRGG,10,10,0.1,Volatile
HRGLF,10,10,0.1,Volatile
HRGN,10,10,0.1,Volatile
HRI,10,10,0.1,Volatile
HRL,10,9,0.1111111111111111,Volatile
HRMY,10,10,0.1,Volatile
HRNNF,10,9,0.1111111111111111,Volatile
HROEY,10,10,0.1,Volatile
HROGF,10,10,0.1,Volatile
HROW,10,10,0.1,Volatile
HRSHF,10,10,0.1,Volatile
HRSR,10,9,0.1111111111111111,Volatile
HRST,10,10,0.1,Volatile
HRTG,10,9,0.1111111111111111,Volatile
HRTX,10,10,0.1,Volatile
HRUFF,10,10,0.1,Volatile
HRVFF,10,10,0.1,Volatile
HRYU,10,10,0.1,Volatile
HRZN,10,9,0.1111111111111111,Volatile
HSAI,10,10,0.1,Volatile
HSBC,10,10,0.1,Volatile
HSCC,10,9,0.1111111111111111,Volatile
HSCHF,10,9,0.1111111111111111,Volatile
HSCM,10,10,0.1,Volatile
HSCS,10,10,0.1,Volatile
HSCSW,10,10,0.1,Volatile
HSCT,10,10,0.1,Volatile
HSDT,10,10,0.1,Volatile
HSEEF,10,10,0.1,Volatile
HSHCY,10,10,0.1,Volatile
HSHP,10,10,0.1,Volatile
HSHZY,10,10,0.1,Volatile
HSIC,10,10,0.1,Volatile
HSII,10,7,0.14285714285714285,Volatile
HSITF,10,9,0.1111111111111111,Volatile
HSMD,10,10,0.1,Volatile
HSNGF,10,10,0.1,Volatile
HSNGY,10,10,0.1,Volatile
HSON,10,10,0.1,Volatile
HSPO,10,10,0.1,Volatile
HSPOR,10,10,0.1,Volatile
HSQVY,10,10,0.1,Volatile
HSRMF,10,10,0.1,Volatile
HST,10,10,0.1,Volatile
HSTA,10,9,0.1111111111111111,Volatile
HSTC,10,9,0.1111111111111111,Volatile
HSTI,10,10,0.1,Volatile
HSTM,10,10,0.1,Volatile
HSTO,10,9,0.1111111111111111,Volatile
HSTXF,10,9,0.1111111111111111,Volatile
HSWLF,10,10,0.1,Volatile
HSY,10,10,0.1,Volatile
HTBI,10,10,0.1,Volatile
HTBK,10,10,0.1,Volatile
HTCKF,10,10,0.1,Volatile
HTCMY,10,9,0.1111111111111111,Volatile
HTCO,10,10,0.1,Volatile
HTCR,10,10,0.1,Volatile
HTDS,10,10,0.1,Volatile
HTFB,10,10,0.1,Volatile
HTFC,10,10,0.1,Volatile
HTGC,10,10,0.1,Volatile
HTGMQ,10,10,0.1,Volatile
HTH,10,10,0.1,Volatile
HTHIF,10,10,0.1,Volatile
HTHIY,10,10,0.1,Volatile
HTHL,10,10,0.1,Volatile
HTHT,10,10,0.1,Volatile
HTIA,10,10,0.1,Volatile
HTLD,10,10,0.1,Volatile
HTLF,10,10,0.1,Volatile
HTLM,10,10,0.1,Volatile
HTLZF,10,10,0.1,Volatile
HTOCF,10,10,0.1,Volatile
HTOO,10,10,0.1,Volatile
HTOOW,10,10,0.1,Volatile
HTRC,10,10,0.1,Volatile
HTROF,10,10,0.1,Volatile
HTSF,10,10,0.1,Volatile
HTWSF,10,10,0.1,Volatile
HTZ,10,10,0.1,Volatile
HTZWW,10,10,0.1,Volatile
HUATF,10,10,0.1,Volatile
HUBB,10,8,0.125,Volatile
HUBC,10,10,0.1,Volatile
HUBCW,10,10,0.1,Volatile
HUBCZ,10,10,0.1,Volatile
HUBG,10,8,0.125,Volatile
HUBS,10,10,0.1,Volatile
HUBV,10,10,0.1,Volatile
HUDA,10,10,0.1,Volatile
HUDAR,10,10,0.1,Volatile
HUDI,10,10,0.1,Volatile
HUDRF,10,8,0.125,Volatile
HUFAF,10,9,0.1111111111111111,Volatile
HUGPF,10,10,0.1,Volatile
HUIPF,10,10,0.1,Volatile
HUIZ,10,10,0.1,Volatile
HULK,10,10,0.1,Volatile
HUM,10,8,0.125,Volatile
HUMA,10,10,0.1,Volatile
HUMAW,10,10,0.1,Volatile
HUMDF,10,10,0.1,Volatile
HUML,10,8,0.125,Volatile
HUMRF,10,7,0.14285714285714285,Volatile
HUMT,10,8,0.125,Volatile
HUN,10,9,0.1111111111111111,Volatile
HUNGF,10,9,0.1111111111111111,Volatile
HUNTF,10,9,0.1111111111111111,Volatile
HUPHY,10,10,0.1,Volatile
HUQVF,10,9,0.1111111111111111,Volatile
HURC,10,9,0.1111111111111111,Volatile
HURN,10,10,0.1,Volatile
HUSA,10,10,0.1,Volatile
HUSIF,10,10,0.1,Volatile
HUT,10,9,0.1111111111111111,Volatile
HUTCY,10,10,0.1,Volatile
HUTN,10,9,0.1111111111111111,Volatile
HUYA,10,10,0.1,Volatile
HUYTF,10,10,0.1,Volatile
HVCW,10,9,0.1111111111111111,Volatile
HVGDF,10,10,0.1,Volatile
HVLM,10,10,0.1,Volatile
HVRRF,10,9,0.1111111111111111,Volatile
HVRRY,10,10,0.1,Volatile
HVT,10,9,0.1111111111111111,Volatile
HVT-A,10,9,0.1111111111111111,Volatile
HWAIF,10,10,0.1,Volatile
HWAL,10,9,0.1111111111111111,Volatile
HWAUF,10,10,0.1,Volatile
HWBK,10,10,0.1,Volatile
HWC,10,8,0.125,Volatile
HWCPZ,10,10,0.1,Volatile
HWDJF,10,10,0.1,Volatile
HWDJY,10,10,0.1,Volatile
HWGG,10,9,0.1111111111111111,Volatile
HWGLF,10,10,0.1,Volatile
HWH,10,10,0.1,Volatile
HWIN,10,10,0.1,Volatile
HWKDF,10,9,0.1111111111111111,Volatile
HWKE,10,10,0.1,Volatile
HWKN,10,9,0.1111111111111111,Volatile
HWKRF,10,10,0.1,Volatile
HWM,10,8,0.125,Volatile
HWNI,10,10,0.1,Volatile
HWSY,10,9,0.1111111111111111,Volatile
HWTHF,10,9,0.1111111111111111,Volatile
HWTR,10,10,0.1,Volatile
HXBM,10,10,0.1,Volatile
HXGBF,10,9,0.1111111111111111,Volatile
HXGBY,10,10,0.1,Volatile
HXGCF,10,9,0.1111111111111111,Volatile
HXL,10,10,0.1,Volatile
HXPLF,10,9,0.1111111111111111,Volatile
HXXPY,10,10,0.1,Volatile
HY,10,10,0.1,Volatile
HYAC,10,10,0.1,Volatile
HYAC-UN,10,10,0.1,Volatile
HYBE,10,10,0.1,Volatile
HYBOF,10,8,0.125,Volatile
HYDI,10,9,0.1111111111111111,Volatile
HYDTF,10,10,0.1,Volatile
HYEG,10,9,0.1111111111111111,Volatile
HYEX,10,9,0.1111111111111111,Volatile
HYFM,10,10,0.1,Volatile
HYFXF,10,9,0.1111111111111111,Volatile
HYHDF,10,9,0.1111111111111111,Volatile
HYHHF,10,10,0.1,Volatile
HYHY,10,10,0.1,Volatile
HYLN,10,10,0.1,Volatile
HYMC,10,9,0.1111111111111111,Volatile
HYMCL,10,10,0.1,Volatile
HYMCW,10,10,0.1,Volatile
HYMTF,10,9,0.1111111111111111,Volatile
HYPF,10,10,0.1,Volatile
HYPMY,10,10,0.1,Volatile
HYPOF,10,10,0.1,Volatile
HYPPF,10,10,0.1,Volatile
HYPR,10,10,0.1,Volatile
HYPRF,10,10,0.1,Volatile
HYREQ,10,10,0.1,Volatile
HYSNY,10,9,0.1111111111111111,Volatile
HYSR,10,10,0.1,Volatile
HYTLF,10,10,0.1,Volatile
HYWI,10,8,0.125,Volatile
HYZN,10,10,0.1,Volatile
HYZNW,10,10,0.1,Volatile
HZEN,10,10,0.1,Volatile
HZHI,10,10,0.1,Volatile
HZLIF,10,10,0.1,Volatile
HZMMF,10,10,0.1,Volatile
HZNFF,10,10,0.1,Volatile
HZNM,10,10,0.1,Volatile
HZNOF,10,10,0.1,Volatile
HZO,10,9,0.1111111111111111,Volatile
HZOZD,10,10,0.1,Volatile
HZRGF,10,10,0.1,Volatile
IAALF,10,10,0.1,Volatile
